POSITION,PLACE,MOISTURE_METER,DATE,TIME,PROCESS_ORDER,PRODUCT_CODE,ISS_VERSION,IPSM_VERSION,CALIBRATION_FOR,MOISTURE_MEAN,TIN_NUMBER_1,TIN_NUMBER_2,PSS4MMSID
920,T0872,06.980+920-EM1 ,16.05.2022,09:28:31,102516903 ,V0M6D , , ,V0M6D ,14.4033 ,276 ,6550 ,801382657 
920,T0872,06.980+920-EM1 ,16.05.2022,09:40:13,102516903 ,V0M6D , , ,V0M6D ,14.2094 ,442 ,753 ,801382658 
920,T0872,06.980+920-EM1 ,16.05.2022,09:48:06,102516903 ,V0M6D , , ,V0M6D ,14.2563 ,194 ,793 ,801382659 
920,T0872,06.980+920-EM1 ,16.05.2022,09:56:32,102516903 ,V0M6D , , ,V0M6D ,14.3974 ,655 ,681 ,801382660 
920,T0872,06.980+920-EM1 ,16.05.2022,10:02:57,102516903 ,V0M6D , , ,V0M6D ,14.2676 ,6545 ,613 ,801382661 
920,T0872,06.980+920-EM1 ,16.05.2022,10:52:50,102516903 ,V0M6D , , ,V0M6D ,14.3503 ,487 ,438 ,801382662 
920,T0872,06.980+920-EM1 ,16.05.2022,10:57:45,102516903 ,V0M6D , , ,V0M6D ,14.4994 ,554 ,2464 ,801382663 
920,T0872,06.980+920-EM1 ,16.05.2022,11:02:21,102516903 ,V0M6D , , ,V0M6D ,14.3959 ,389 ,2256 ,801382664 
920,T0872,06.980+920-EM1 ,16.05.2022,11:06:29,102516903 ,V0M6D , , ,V0M6D ,13.9554 ,884 ,419 ,801382665 
920,T0872,06.980+920-EM1 ,16.05.2022,11:21:11,102516903 ,V0M6D , , ,V0M6D ,14.472 ,61 ,34 ,801382666 
920,T0872,06.980+920-EM1 ,16.05.2022,11:56:46,102518162 ,V0DDU , , ,V0DDU ,14.2871 ,525 ,990 ,801382667 
920,T0872,06.980+920-EM1 ,16.05.2022,12:05:04,102518162 ,V0DDU , , ,V0DDU ,13.9935 ,517 ,402 ,801382668 
920,T0872,06.980+920-EM1 ,16.05.2022,12:09:58,102518162 ,V0DDU , , ,V0DDU ,14.1145 ,202 ,667 ,801382669 
920,T0872,06.980+920-EM1 ,16.05.2022,12:17:25,102518162 ,V0DDU , , ,V0DDU ,14.3565 ,383 ,123 ,801382670 
920,T0872,06.980+920-EM1 ,16.05.2022,12:25:12,102518162 ,V0DDU , , ,V0DDU ,14.4317 ,88 ,122 ,801382671 
920,T0872,06.980+920-EM1 ,16.05.2022,12:32:50,102518162 ,V0DDU , , ,V0DDU ,14.2778 ,774 ,504 ,801382672 
920,T0872,06.980+920-EM1 ,16.05.2022,12:38:26,102518162 ,V0DDU , , ,V0DDU ,14.3967 ,6560 ,466 ,801382673 
920,T0872,06.980+920-EM1 ,16.05.2022,12:41:14,102518162 ,V0DDU , , ,V0DDU ,14.2114 ,863 ,516 ,801382674 
920,T0872,06.980+920-EM1 ,16.05.2022,12:52:07,102518162 ,V0DDU , , ,V0DDU ,14.294 ,440 ,631 ,801382675 
920,T0872,06.980+920-EM1 ,16.05.2022,12:57:53,102518162 ,V0DDU , , ,V0DDU ,14.3951 ,242 ,785 ,801382676 
232,T0570,06.990+232-EM1 ,16.05.2022,09:25:23,102516903 ,V0M6D , , ,V0M6D ,25.3405 ,22 ,195 ,801382017 
232,T0570,06.990+232-EM1 ,16.05.2022,09:30:51,102516903 ,V0M6D , , ,V0M6D ,25.4398 ,923 ,12 ,801382018 
232,T0570,06.990+232-EM1 ,16.05.2022,09:37:48,102516903 ,V0M6D , , ,V0M6D ,25.2624 ,649 ,20 ,801382019 
232,T0570,06.990+232-EM1 ,16.05.2022,09:42:43,102516903 ,V0M6D , , ,V0M6D ,25.2582 ,6595 ,967 ,801382020 
232,T0570,06.990+232-EM1 ,16.05.2022,09:46:53,102516903 ,V0M6D , , ,V0M6D ,25.4327 ,956 ,580 ,801382021 
232,T0570,06.990+232-EM1 ,16.05.2022,09:51:57,102516903 ,V0M6D , , ,V0M6D ,25.7395 ,468 ,698 ,801382022 
232,T0570,06.990+232-EM1 ,16.05.2022,09:57:43,102516903 ,V0M6D , , ,V0M6D ,25.011 ,797 ,783 ,801382023 
232,T0570,06.990+232-EM1 ,16.05.2022,10:01:28,102516903 ,V0M6D , , ,V0M6D ,25.4542 ,920 ,767 ,801382024 
232,T0570,06.990+232-EM1 ,16.05.2022,10:06:15,102516903 ,V0M6D , , ,V0M6D ,25.5204 ,436 ,382 ,801382025 
232,T0570,06.990+232-EM1 ,16.05.2022,10:11:23,102516903 ,V0M6D , , ,V0M6D ,25.3474 ,302 ,6593 ,801382026 
232,T0570,06.990+232-EM1 ,16.05.2022,12:01:47,102518162 ,V0DDU , , ,V0DDU ,26.1774 ,421 ,385 ,801382027 
232,T0570,06.990+232-EM1 ,16.05.2022,12:07:53,102518162 ,V0DDU , , ,V0DDU ,26.0622 ,184 ,307 ,801382028 
232,T0570,06.990+232-EM1 ,16.05.2022,12:13:35,102518162 ,V0DDU , , ,V0DDU ,26.2991 ,97 ,6566 ,801382029 
232,T0570,06.990+232-EM1 ,16.05.2022,12:19:31,102518162 ,V0DDU , , ,V0DDU ,26.0682 ,319 ,444 ,801382030 
232,T0570,06.990+232-EM1 ,16.05.2022,12:24:52,102518162 ,V0DDU , , ,V0DDU ,26.0311 ,787 ,6588 ,801382031 
232,T0570,06.990+232-EM1 ,16.05.2022,12:29:48,102518162 ,V0DDU , , ,V0DDU ,25.861 ,708 ,239 ,801382032 
232,T0570,06.990+232-EM1 ,16.05.2022,12:34:26,102518162 ,V0DDU , , ,V0DDU ,26.0564 ,569 ,294 ,801382033 
232,T0570,06.990+232-EM1 ,16.05.2022,12:40:04,102518162 ,V0DDU , , ,V0DDU ,25.7516 ,600 ,56 ,801382034 
232,T0570,06.990+232-EM1 ,16.05.2022,12:44:57,102518162 ,V0DDU , , ,V0DDU ,26.1312 ,19 ,874 ,801382035 
270,T0580,06.990+270-EM1 ,16.05.2022,09:25:16,102516903 ,V0M6D , , ,V0M6D ,16.4475 ,944 ,659 ,801382145 
270,T0580,06.990+270-EM1 ,16.05.2022,09:33:12,102516903 ,V0M6D , , ,V0M6D ,16.0147 ,427 ,664 ,801382146 
270,T0580,06.990+270-EM1 ,16.05.2022,09:40:57,102516903 ,V0M6D , , ,V0M6D ,16.2022 ,547 ,5 ,801382147 
270,T0580,06.990+270-EM1 ,16.05.2022,09:55:02,102516903 ,V0M6D , , ,V0M6D ,16.1374 ,898 ,172 ,801382148 
270,T0580,06.990+270-EM1 ,16.05.2022,10:07:35,102516903 ,V0M6D , , ,V0M6D ,16.4722 ,40 ,224 ,801382149 
270,T0580,06.990+270-EM1 ,16.05.2022,11:58:21,102518162 ,V0DDU , , ,V0DDU ,16.1081 ,854 ,2119 ,801382150 
270,T0580,06.990+270-EM1 ,16.05.2022,12:04:31,102518162 ,V0DDU , , ,V0DDU ,16.248 ,433 ,711 ,801382151 
270,T0580,06.990+270-EM1 ,16.05.2022,12:10:31,102518162 ,V0DDU , , ,V0DDU ,16.1101 ,456 ,205 ,801382152 
270,T0580,06.990+270-EM1 ,16.05.2022,12:16:22,102518162 ,V0DDU , , ,V0DDU ,16.502 ,6557 ,842 ,801382153 
270,T0580,06.990+270-EM1 ,16.05.2022,12:21:51,102518162 ,V0DDU , , ,V0DDU ,16.2778 ,6574 ,317 ,801382154 
270,T0580,06.990+270-EM1 ,16.05.2022,12:27:08,102518162 ,V0DDU , , ,V0DDU ,16.1599 ,49 ,6580 ,801382155 
270,T0580,06.990+270-EM1 ,16.05.2022,12:31:54,102518162 ,V0DDU , , ,V0DDU ,16.3194 ,949 ,527 ,801382156 
270,T0580,06.990+270-EM1 ,16.05.2022,12:37:22,102518162 ,V0DDU , , ,V0DDU ,15.9593 ,703 ,510 ,801382157 
270,T0580,06.990+270-EM1 ,16.05.2022,12:42:20,102518162 ,V0DDU , , ,V0DDU ,15.9467 ,284 ,932 ,801382158 
270,T0580,06.990+270-EM1 ,16.05.2022,12:47:24,102518162 ,V0DDU , , ,V0DDU ,16.1732 ,539 ,428 ,801382159 
020,T0874,08.990+020-EM1 ,16.05.2022,11:53:02,102516903 ,V0M6D , , ,V0M6D ,14.1552 ,418 ,808 ,801382529 
020,T0874,08.990+020-EM1 ,16.05.2022,12:02:38,102516903 ,V0M6D , , ,V0M6D ,14.0837 ,790 ,701 ,801382530 
020,T0874,08.990+020-EM1 ,16.05.2022,12:06:38,102516903 ,V0M6D , , ,V0M6D ,14.0734 ,988 ,759 ,801382531 
020,T0874,08.990+020-EM1 ,16.05.2022,12:20:40,102516903 ,V0M6D , , ,V0M6D ,14.3448 ,568 ,6512 ,801382532 
020,T0874,08.990+020-EM1 ,16.05.2022,13:07:48,102516903 ,V0M6D , , ,V0M6D ,14.2208 ,907 ,549 ,801382533 
020,T0874,08.990+020-EM1 ,16.05.2022,13:11:27,102516903 ,V0M6D , , ,V0M6D ,14.3261 ,397 ,977 ,801382534 
020,T0874,08.990+020-EM1 ,16.05.2022,13:16:05,102516903 ,V0M6D , , ,V0M6D ,14.2143 ,33 ,6543 ,801382535 
020,T0874,08.990+020-EM1 ,16.05.2022,13:25:03,102516903 ,V0M6D , , ,V0M6D ,14.2343 ,410 ,2222 ,801382536 
020,T0874,08.990+020-EM1 ,16.05.2022,13:26:48,102516903 ,V0M6D , , ,V0M6D ,14.1046 ,941 ,204 ,801382537 
020,T0874,08.990+020-EM1 ,16.05.2022,13:47:33,102518162 ,V0DDU , , ,V0DDU ,14.3208 ,784 ,971 ,801382538 
020,T0874,08.990+020-EM1 ,16.05.2022,13:53:26,102518162 ,V0DDU , , ,V0DDU ,14.2661 ,306 ,837 ,801382539 
020,T0874,08.990+020-EM1 ,16.05.2022,14:06:42,102518162 ,V0DDU , , ,V0DDU ,14.3821 ,2005 ,376 ,801382540 
020,T0874,08.990+020-EM1 ,16.05.2022,14:12:45,102518162 ,V0DDU , , ,V0DDU ,14.3619 ,460 ,115 ,801382542 
020,T0874,08.990+020-EM1 ,16.05.2022,14:16:47,102518162 ,V0DDU , , ,V0DDU ,14.2352 ,375 ,6571 ,801382543 
020,T0874,08.990+020-EM1 ,16.05.2022,14:22:26,102518162 ,V0DDU , , ,V0DDU ,14.2339 ,855 ,638 ,801382544 
020,T0874,08.990+020-EM1 ,16.05.2022,14:27:21,102518162 ,V0DDU , , ,V0DDU ,14.2429 ,160 ,252 ,801382545 
020,T0874,08.990+020-EM1 ,16.05.2022,14:35:37,102518162 ,V0DDU , , ,V0DDU ,14.2728 ,216 ,476 ,801382546 
020,T0874,08.990+020-EM1 ,16.05.2022,14:36:58,102518162 ,V0DDU , , ,V0DDU ,14.1993 ,251 ,304 ,801382547 
020,T0874,08.990+020-EM1 ,16.05.2022,14:38:24,102518162 ,V0DDU , , ,V0DDU ,14.2609 ,865 ,163 ,801382548 
