POSITION,PLACE,MOISTURE_METER,DATE,TIME,PROCESS_ORDER,PRODUCT_CODE,ISS_VERSION,IPSM_VERSION,CALIBRATION_FOR,MOISTURE_MEAN,TIN_NUMBER_1,TIN_NUMBER_2,PSS4MMSID
020,T0874,08.990+020-EM1 ,23.05.2022,10:33:27,102521772 ,V0CQF , , ,V0CQF ,14.329 ,2404 ,906 ,803217537 
020,T0874,08.990+020-EM1 ,23.05.2022,10:44:49,102521772 ,V0CQF , , ,V0CQF ,14.3779 ,283 ,675 ,803217538 
020,T0874,08.990+020-EM1 ,23.05.2022,10:48:29,102521772 ,V0CQF , , ,V0CQF ,14.4055 ,298 ,876 ,803217539 
020,T0874,08.990+020-EM1 ,23.05.2022,11:42:30,102521772 ,V0CQF , , ,V0CQF ,14.4724 ,547 ,427 ,803217540 
020,T0874,08.990+020-EM1 ,23.05.2022,11:44:09,102521772 ,V0CQF , , ,V0CQF ,14.5349 ,921 ,435 ,803217541 
