POSITION,PLACE,MOISTURE_METER,DATE,TIME,PROCESS_ORDER,PRODUCT_CODE,ISS_VERSION,IPSM_VERSION,CALIBRATION_FOR,MOISTURE_MEAN,TIN_NUMBER_1,TIN_NUMBER_2,PSS4MMSID
122,T0144,02A.980+122-BU ,22.06.2022,10:41:53,102537371 ,V0M6D , , ,V0M6D ,28.7114 ,540 ,696 ,811077505 
122,T0144,02A.980+122-BU ,22.06.2022,10:45:18,102537371 ,V0M6D , , ,V0M6D ,28.1162 ,6510 ,611 ,811077506 
122,T0144,02A.980+122-BU ,22.06.2022,10:47:50,102537371 ,V0M6D , , ,V0M6D ,29.5054 ,549 ,371 ,811077507 
122,T0144,02A.980+122-BU ,22.06.2022,10:51:35,102537371 ,V0M6D , , ,V0M6D ,28.5886 ,2418 ,756 ,811077508 
122,T0144,02A.980+122-BU ,22.06.2022,10:57:09,102537371 ,V0M6D , , ,V0M6D ,28.7563 ,448 ,819 ,811077509 
122,T0124,02A.980+122-FC ,22.06.2022,11:14:15,102537371 ,V0M6D , , ,V0M6D ,25.0349 ,465 ,889 ,811077510 
122,T0124,02A.980+122-FC ,22.06.2022,11:16:01,102537371 ,V0M6D , , ,V0M6D ,23.3169 ,895 ,6529 ,811077511 
122,T0124,02A.980+122-FC ,22.06.2022,11:18:51,102537371 ,V0M6D , , ,V0M6D ,23.857 ,6520 ,249 ,811077512 
122,T0124,02A.980+122-FC ,22.06.2022,11:22:48,102537371 ,V0M6D , , ,V0M6D ,23.4426 ,546 ,447 ,811077513 
122,T0124,02A.980+122-FC ,22.06.2022,11:24:40,102537371 ,V0M6D , , ,V0M6D ,25.1382 ,328 ,545 ,811077514 
122,T0134,02A.980+122-OR ,22.06.2022,11:30:42,102537371 ,V0M6D , , ,V0M6D ,25.5447 ,6553 ,327 ,811077515 
122,T0134,02A.980+122-OR ,22.06.2022,11:32:04,102537371 ,V0M6D , , ,V0M6D ,24.6751 ,861 ,771 ,811077516 
122,T0134,02A.980+122-OR ,22.06.2022,11:33:23,102537371 ,V0M6D , , ,V0M6D ,25.2233 ,600 ,623 ,811077517 
122,T0134,02A.980+122-OR ,22.06.2022,11:34:39,102537371 ,V0M6D , , ,V0M6D ,25.2889 ,536 ,2222 ,811077518 
122,T0134,02A.980+122-OR ,22.06.2022,11:36:01,102537371 ,V0M6D , , ,V0M6D ,25.2873 ,676 ,936 ,811077519 
