POSITION,PLACE,MOISTURE_METER,DATE,TIME,PROCESS_ORDER,PRODUCT_CODE,ISS_VERSION,IPSM_VERSION,CALIBRATION_FOR,MOISTURE_MEAN,TIN_NUMBER_1,TIN_NUMBER_2,PSS4MMSID
020,T0874,08.990+020-EM1 ,30.06.2022,11:35:39,102542240 ,V0M6D , , ,V0M6D ,14.5859 ,768 ,946 ,813179009 
020,T0874,08.990+020-EM1 ,30.06.2022,11:36:53,102542240 ,V0M6D , , ,V0M6D ,14.7287 ,533 ,695 ,813179010 
020,T0874,08.990+020-EM1 ,30.06.2022,11:37:54,102542240 ,V0M6D , , ,V0M6D ,14.5948 ,700 ,813 ,813179011 
020,T0874,08.990+020-EM1 ,30.06.2022,11:38:51,102542240 ,V0M6D , , ,V0M6D ,14.5823 ,2222 ,648 ,813179012 
