POSITION,PLACE,MOISTURE_METER,DATE,TIME,PROCESS_ORDER,PRODUCT_CODE,ISS_VERSION,IPSM_VERSION,CALIBRATION_FOR,MOISTURE_MEAN,TIN_NUMBER_1,TIN_NUMBER_2,PSS4MMSID
122,T0124,02A.980+122-FC ,28.07.2022,10:30:47,102558010 ,ZJ0I3 , , ,ZJ0I3 ,16.482 ,381 ,553 ,820514729 
122,T0124,02A.980+122-FC ,28.07.2022,10:32:42,102558010 ,ZJ0I3 , , ,ZJ0I3 ,17.1655 ,990 ,635 ,820514730 
122,T0124,02A.980+122-FC ,28.07.2022,12:45:24,102558011 ,ZJ0I3 , , ,ZJ0I3 ,28.1129 ,203 ,175 ,820514733 
122,T0124,02A.980+122-FC ,28.07.2022,12:47:12,102558011 ,ZJ0I3 , , ,ZJ0I3 ,29.3432 ,609 ,661 ,820514734 
122,T0124,02A.980+122-FC ,28.07.2022,12:48:41,102558011 ,ZJ0I3 , , ,ZJ0I3 ,23.883 ,686 ,805 ,820514735 
122,T0124,02A.980+122-FC ,28.07.2022,12:50:50,102558011 ,ZJ0I3 , , ,ZJ0I3 ,17.8475 ,525 ,428 ,820514736 
122,T0124,02A.980+122-FC ,28.07.2022,12:52:19,102558011 ,ZJ0I3 , , ,ZJ0I3 ,17.1779 ,2410 ,775 ,820514737 
122,T0124,02A.980+122-FC ,28.07.2022,12:53:44,102558011 ,ZJ0I3 , , ,ZJ0I3 ,16.5478 ,57 ,598 ,820514738 
122,T0124,02A.980+122-FC ,28.07.2022,12:55:49,102558011 ,ZJ0I3 , , ,ZJ0I3 ,16.1288 ,642 ,333 ,820514739 
122,T0124,02A.980+122-FC ,28.07.2022,12:57:18,102558011 ,ZJ0I3 , , ,ZJ0I3 ,15.8143 ,595 ,628 ,820514740 
122,T0124,02A.980+122-FC ,28.07.2022,12:59:14,102558011 ,ZJ0I3 , , ,ZJ0I3 ,16.2904 ,302 ,2418 ,820514741 
122,T0124,02A.980+122-FC ,28.07.2022,13:01:01,102558011 ,ZJ0I3 , , ,ZJ0I3 ,16.7327 ,6528 ,588 ,820514742 
122,T0124,02A.980+122-FC ,28.07.2022,13:02:18,102558011 ,ZJ0I3 , , ,ZJ0I3 ,16.7091 ,561 ,947 ,820514743 
122,T0124,02A.980+122-FC ,28.07.2022,13:04:30,102558011 ,ZJ0I3 , , ,ZJ0I3 ,16.6543 ,400 ,2143 ,820514744 
122,T0124,02A.980+122-FC ,28.07.2022,15:04:21,102558012 ,ZJ0I3 , , ,ZJ0I3 ,19.6436 ,912 ,575 ,820514745 
122,T0124,02A.980+122-FC ,28.07.2022,15:06:23,102558012 ,ZJ0I3 , , ,ZJ0I3 ,16.7447 ,2119 ,953 ,820514746 
122,T0124,02A.980+122-FC ,28.07.2022,15:08:34,102558012 ,ZJ0I3 , , ,ZJ0I3 ,16.2355 ,297 ,467 ,820514747 
122,T0124,02A.980+122-FC ,28.07.2022,15:10:25,102558012 ,ZJ0I3 , , ,ZJ0I3 ,16.0871 ,684 ,194 ,820514748 
122,T0124,02A.980+122-FC ,28.07.2022,15:12:33,102558012 ,ZJ0I3 , , ,ZJ0I3 ,15.9161 ,353 ,782 ,820514749 
122,T0124,02A.980+122-FC ,28.07.2022,15:15:09,102558012 ,ZJ0I3 , , ,ZJ0I3 ,16.6059 ,2256 ,2383 ,820514750 
122,T0124,02A.980+122-FC ,28.07.2022,15:17:13,102558012 ,ZJ0I3 , , ,ZJ0I3 ,16.7165 ,612 ,501 ,820514751 
122,T0124,02A.980+122-FC ,28.07.2022,15:20:33,102558012 ,ZJ0I3 , , ,ZJ0I3 ,16.6082 ,435 ,223 ,820514752 
122,T0124,02A.980+122-FC ,28.07.2022,15:47:24,102558012 ,ZJ0I3 , , ,ZJ0I3 ,17.7145 ,56 ,84 ,820514753 
122,T0124,02A.980+122-FC ,28.07.2022,15:48:45,102558012 ,ZJ0I3 , , ,ZJ0I3 ,20.0403 ,1367 ,811 ,820514754 
920,T0872,06.980+920-EM1 ,28.07.2022,09:41:07,102558008 ,ZJ0I3 , , ,ZJ0I3 ,7.58094 ,6511 ,231 ,820519169 
920,T0872,06.980+920-EM1 ,28.07.2022,09:43:24,102558008 ,ZJ0I3 , , ,ZJ0I3 ,7.79631 ,873 ,6553 ,820519170 
920,T0872,06.980+920-EM1 ,28.07.2022,09:45:54,102558008 ,ZJ0I3 , , ,ZJ0I3 ,7.49087 ,895 ,991 ,820519171 
920,T0872,06.980+920-EM1 ,28.07.2022,09:50:53,102558008 ,ZJ0I3 , , ,ZJ0I3 ,6.55316 ,668 ,497 ,820519172 
920,T0872,06.980+920-EM1 ,28.07.2022,09:55:54,102558008 ,ZJ0I3 , , ,ZJ0I3 ,6.5821 ,966 ,573 ,820519173 
920,T0872,06.980+920-EM1 ,28.07.2022,09:57:50,102558008 ,ZJ0I3 , , ,ZJ0I3 ,6.72392 ,919 ,2367 ,820519174 
920,T0872,06.980+920-EM1 ,28.07.2022,10:01:28,102558008 ,ZJ0I3 , , ,ZJ0I3 ,6.73358 ,837 ,870 ,820519175 
920,T0872,06.980+920-EM1 ,28.07.2022,10:04:01,102558008 ,ZJ0I3 , , ,ZJ0I3 ,6.59186 ,256 ,878 ,820519176 
920,T0872,06.980+920-EM1 ,28.07.2022,10:06:06,102558008 ,ZJ0I3 , , ,ZJ0I3 ,6.55838 ,312 ,901 ,820519177 
920,T0872,06.980+920-EM1 ,28.07.2022,10:09:00,102558008 ,ZJ0I3 , , ,ZJ0I3 ,6.85802 ,508 ,576 ,820519178 
920,T0872,06.980+920-EM1 ,28.07.2022,10:10:41,102558008 ,ZJ0I3 , , ,ZJ0I3 ,6.70986 ,224 ,950 ,820519179 
920,T0872,06.980+920-EM1 ,28.07.2022,10:12:58,102558008 ,ZJ0I3 , , ,ZJ0I3 ,6.79257 ,674 ,243 ,820519180 
920,T0872,06.980+920-EM1 ,28.07.2022,12:12:21,102558009 ,ZJ0I3 , , ,ZJ0I3 ,7.06177 ,91 ,834 ,820519181 
920,T0872,06.980+920-EM1 ,28.07.2022,12:14:06,102558009 ,ZJ0I3 , , ,ZJ0I3 ,7.27952 ,433 ,417 ,820519182 
920,T0872,06.980+920-EM1 ,28.07.2022,12:16:09,102558009 ,ZJ0I3 , , ,ZJ0I3 ,7.46371 ,648 ,821 ,820519183 
920,T0872,06.980+920-EM1 ,28.07.2022,12:17:50,102558009 ,ZJ0I3 , , ,ZJ0I3 ,7.56112 ,386 ,842 ,820519184 
920,T0872,06.980+920-EM1 ,28.07.2022,12:19:27,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.83636 ,182 ,6525 ,820519185 
920,T0872,06.980+920-EM1 ,28.07.2022,12:21:19,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.64761 ,846 ,515 ,820519186 
920,T0872,06.980+920-EM1 ,28.07.2022,12:22:58,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.62533 ,6530 ,749 ,820519187 
920,T0872,06.980+920-EM1 ,28.07.2022,12:24:46,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.66822 ,701 ,6556 ,820519188 
920,T0872,06.980+920-EM1 ,28.07.2022,12:26:59,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.50729 ,343 ,98 ,820519189 
920,T0872,06.980+920-EM1 ,28.07.2022,12:28:59,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.58091 ,810 ,6539 ,820519190 
920,T0872,06.980+920-EM1 ,28.07.2022,12:31:18,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.60094 ,1000 ,228 ,820519191 
920,T0872,06.980+920-EM1 ,28.07.2022,12:33:04,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.68372 ,2 ,764 ,820519192 
920,T0872,06.980+920-EM1 ,28.07.2022,12:34:46,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.68081 ,945 ,346 ,820519193 
920,T0872,06.980+920-EM1 ,28.07.2022,12:36:39,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.73356 ,854 ,522 ,820519194 
920,T0872,06.980+920-EM1 ,28.07.2022,12:38:43,102558009 ,ZJ0I3 , , ,ZJ0I3 ,6.7732 ,6515 ,909 ,820519195 
920,T0872,06.980+920-EM1 ,28.07.2022,13:50:02,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.00023 ,387 ,791 ,820519196 
920,T0872,06.980+920-EM1 ,28.07.2022,13:51:40,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.31274 ,708 ,449 ,820519197 
920,T0872,06.980+920-EM1 ,28.07.2022,13:53:27,102558010 ,ZJ0I3 , , ,ZJ0I3 ,7.33056 ,476 ,600 ,820519198 
920,T0872,06.980+920-EM1 ,28.07.2022,13:55:10,102558010 ,ZJ0I3 , , ,ZJ0I3 ,7.16717 ,419 ,325 ,820519199 
920,T0872,06.980+920-EM1 ,28.07.2022,13:56:56,102558010 ,ZJ0I3 , , ,ZJ0I3 ,7.40139 ,235 ,911 ,820519200 
920,T0872,06.980+920-EM1 ,28.07.2022,13:58:52,102558010 ,ZJ0I3 , , ,ZJ0I3 ,7.09563 ,2215 ,2113 ,820519201 
920,T0872,06.980+920-EM1 ,28.07.2022,14:00:20,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.98883 ,365 ,657 ,820519202 
920,T0872,06.980+920-EM1 ,28.07.2022,14:02:00,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.91816 ,2100 ,702 ,820519203 
920,T0872,06.980+920-EM1 ,28.07.2022,14:03:39,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.90826 ,294 ,594 ,820519204 
920,T0872,06.980+920-EM1 ,28.07.2022,14:05:06,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.66814 ,238 ,199 ,820519205 
920,T0872,06.980+920-EM1 ,28.07.2022,14:06:48,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.77945 ,442 ,789 ,820519206 
920,T0872,06.980+920-EM1 ,28.07.2022,14:08:12,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.73812 ,425 ,6510 ,820519207 
920,T0872,06.980+920-EM1 ,28.07.2022,14:09:50,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.85995 ,742 ,452 ,820519208 
920,T0872,06.980+920-EM1 ,28.07.2022,14:11:20,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.85891 ,322 ,500 ,820519209 
920,T0872,06.980+920-EM1 ,28.07.2022,14:13:09,102558010 ,ZJ0I3 , , ,ZJ0I3 ,6.81952 ,215 ,258 ,820519210 
920,T0872,06.980+920-EM1 ,28.07.2022,15:36:52,102558011 ,ZJ0I3 , , ,ZJ0I3 ,6.53155 ,529 ,691 ,820519211 
920,T0872,06.980+920-EM1 ,28.07.2022,15:38:12,102558011 ,ZJ0I3 , , ,ZJ0I3 ,6.60814 ,651 ,939 ,820519212 
920,T0872,06.980+920-EM1 ,28.07.2022,15:39:26,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.05608 ,772 ,289 ,820519213 
920,T0872,06.980+920-EM1 ,28.07.2022,15:41:17,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.22164 ,327 ,482 ,820519214 
920,T0872,06.980+920-EM1 ,28.07.2022,15:42:27,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.082 ,251 ,6537 ,820519215 
920,T0872,06.980+920-EM1 ,28.07.2022,15:43:41,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.32945 ,2493 ,6538 ,820519216 
920,T0872,06.980+920-EM1 ,28.07.2022,15:44:48,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.28613 ,212 ,617 ,820519217 
920,T0872,06.980+920-EM1 ,28.07.2022,15:46:05,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.11055 ,841 ,876 ,820519218 
920,T0872,06.980+920-EM1 ,28.07.2022,15:47:22,102558011 ,ZJ0I3 , , ,ZJ0I3 ,6.95985 ,394 ,385 ,820519219 
920,T0872,06.980+920-EM1 ,28.07.2022,15:48:53,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.00884 ,587 ,504 ,820519220 
920,T0872,06.980+920-EM1 ,28.07.2022,15:50:09,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.01811 ,412 ,531 ,820519221 
920,T0872,06.980+920-EM1 ,28.07.2022,15:51:30,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.03127 ,225 ,496 ,820519222 
920,T0872,06.980+920-EM1 ,28.07.2022,15:52:49,102558011 ,ZJ0I3 , , ,ZJ0I3 ,6.86145 ,6543 ,804 ,820519223 
920,T0872,06.980+920-EM1 ,28.07.2022,15:54:10,102558011 ,ZJ0I3 , , ,ZJ0I3 ,6.91559 ,856 ,282 ,820519224 
920,T0872,06.980+920-EM1 ,28.07.2022,15:55:38,102558011 ,ZJ0I3 , , ,ZJ0I3 ,7.02889 ,695 ,921 ,820519225 
232,T0570,06.990+232-EM1 ,28.07.2022,09:37:44,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.4789 ,779 ,677 ,820518529 
232,T0570,06.990+232-EM1 ,28.07.2022,09:38:59,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.3953 ,2359 ,533 ,820518530 
232,T0570,06.990+232-EM1 ,28.07.2022,09:40:06,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.5483 ,853 ,634 ,820518531 
232,T0570,06.990+232-EM1 ,28.07.2022,09:41:18,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.4701 ,181 ,2222 ,820518532 
232,T0570,06.990+232-EM1 ,28.07.2022,09:43:11,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.5343 ,538 ,441 ,820518533 
232,T0570,06.990+232-EM1 ,28.07.2022,09:44:48,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.4403 ,213 ,265 ,820518534 
232,T0570,06.990+232-EM1 ,28.07.2022,09:46:03,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.9095 ,240 ,6507 ,820518535 
232,T0570,06.990+232-EM1 ,28.07.2022,09:47:27,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.5355 ,689 ,968 ,820518536 
232,T0570,06.990+232-EM1 ,28.07.2022,09:48:34,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.4381 ,814 ,116 ,820518537 
232,T0570,06.990+232-EM1 ,28.07.2022,09:50:06,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.4616 ,993 ,2302 ,820518538 
232,T0570,06.990+232-EM1 ,28.07.2022,09:51:25,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.6401 ,994 ,466 ,820518539 
232,T0570,06.990+232-EM1 ,28.07.2022,09:52:51,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.9754 ,798 ,838 ,820518540 
232,T0570,06.990+232-EM1 ,28.07.2022,09:54:11,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.6194 ,2482 ,255 ,820518541 
232,T0570,06.990+232-EM1 ,28.07.2022,09:55:32,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.555 ,404 ,193 ,820518542 
232,T0570,06.990+232-EM1 ,28.07.2022,09:56:50,102558008 ,ZJ0I3 , , ,ZJ0I3 ,19.7886 ,705 ,458 ,820518543 
232,T0570,06.990+232-EM1 ,28.07.2022,12:07:52,102558009 ,ZJ0I3 , , ,ZJ0I3 ,18.7586 ,577 ,572 ,820518544 
232,T0570,06.990+232-EM1 ,28.07.2022,12:09:14,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.4568 ,669 ,253 ,820518545 
232,T0570,06.990+232-EM1 ,28.07.2022,12:10:41,102558009 ,ZJ0I3 , , ,ZJ0I3 ,18.9701 ,892 ,216 ,820518546 
232,T0570,06.990+232-EM1 ,28.07.2022,12:12:00,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.6111 ,2242 ,836 ,820518547 
232,T0570,06.990+232-EM1 ,28.07.2022,12:13:29,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.0825 ,195 ,926 ,820518548 
232,T0570,06.990+232-EM1 ,28.07.2022,12:14:54,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.1135 ,431 ,681 ,820518549 
232,T0570,06.990+232-EM1 ,28.07.2022,12:16:24,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.0577 ,932 ,858 ,820518550 
232,T0570,06.990+232-EM1 ,28.07.2022,12:18:34,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.3162 ,655 ,73 ,820518551 
232,T0570,06.990+232-EM1 ,28.07.2022,12:19:55,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.3964 ,975 ,401 ,820518552 
232,T0570,06.990+232-EM1 ,28.07.2022,12:21:13,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.1518 ,759 ,663 ,820518553 
232,T0570,06.990+232-EM1 ,28.07.2022,12:22:31,102558009 ,ZJ0I3 , , ,ZJ0I3 ,18.9091 ,281 ,473 ,820518554 
232,T0570,06.990+232-EM1 ,28.07.2022,12:23:52,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.1193 ,740 ,851 ,820518555 
232,T0570,06.990+232-EM1 ,28.07.2022,12:24:36,102558009 ,ZJ0I3 , , ,ZJ0I3 ,18.7139 ,457 ,392 ,820518556 
232,T0570,06.990+232-EM1 ,28.07.2022,12:25:24,102558009 ,ZJ0I3 , , ,ZJ0I3 ,18.6591 ,480 ,6558 ,820518557 
232,T0570,06.990+232-EM1 ,28.07.2022,12:26:14,102558009 ,ZJ0I3 , , ,ZJ0I3 ,19.1215 ,589 ,217 ,820518558 
232,T0570,06.990+232-EM1 ,28.07.2022,13:48:02,102558010 ,ZJ0I3 , , ,ZJ0I3 ,18.8881 ,560 ,818 ,820518559 
232,T0570,06.990+232-EM1 ,28.07.2022,13:48:58,102558010 ,ZJ0I3 , , ,ZJ0I3 ,19.1363 ,172 ,931 ,820518560 
232,T0570,06.990+232-EM1 ,28.07.2022,13:50:05,102558010 ,ZJ0I3 , , ,ZJ0I3 ,18.8402 ,2464 ,513 ,820518561 
232,T0570,06.990+232-EM1 ,28.07.2022,13:50:54,102558010 ,ZJ0I3 , , ,ZJ0I3 ,18.8686 ,1987 ,2424 ,820518562 
232,T0570,06.990+232-EM1 ,28.07.2022,13:53:26,102558010 ,ZJ0I3 , , ,ZJ0I3 ,18.7505 ,783 ,453 ,820518563 
232,T0570,06.990+232-EM1 ,28.07.2022,13:54:45,102558010 ,ZJ0I3 , , ,ZJ0I3 ,18.8578 ,384 ,277 ,820518564 
232,T0570,06.990+232-EM1 ,28.07.2022,13:55:44,102558010 ,ZJ0I3 , , ,ZJ0I3 ,18.9237 ,905 ,776 ,820518565 
232,T0570,06.990+232-EM1 ,28.07.2022,13:56:44,102558010 ,ZJ0I3 , , ,ZJ0I3 ,19.0344 ,995 ,826 ,820518566 
232,T0570,06.990+232-EM1 ,28.07.2022,13:57:54,102558010 ,ZJ0I3 , , ,ZJ0I3 ,19.2603 ,941 ,2277 ,820518567 
232,T0570,06.990+232-EM1 ,28.07.2022,13:58:51,102558010 ,ZJ0I3 , , ,ZJ0I3 ,18.85 ,377 ,2128 ,820518568 
232,T0570,06.990+232-EM1 ,28.07.2022,13:59:56,102558010 ,ZJ0I3 , , ,ZJ0I3 ,19.1045 ,767 ,536 ,820518569 
232,T0570,06.990+232-EM1 ,28.07.2022,14:01:59,102558010 ,ZJ0I3 , , ,ZJ0I3 ,18.7439 ,388 ,906 ,820518570 
232,T0570,06.990+232-EM1 ,28.07.2022,14:02:53,102558010 ,ZJ0I3 , , ,ZJ0I3 ,18.7066 ,680 ,274 ,820518571 
232,T0570,06.990+232-EM1 ,28.07.2022,14:03:42,102558010 ,ZJ0I3 , , ,ZJ0I3 ,19.1128 ,675 ,143 ,820518572 
232,T0570,06.990+232-EM1 ,28.07.2022,14:04:43,102558010 ,ZJ0I3 , , ,ZJ0I3 ,19.2007 ,178 ,190 ,820518573 
232,T0570,06.990+232-EM1 ,28.07.2022,15:35:24,102558011 ,ZJ0I3 , , ,ZJ0I3 ,18.5928 ,650 ,2312 ,820518574 
232,T0570,06.990+232-EM1 ,28.07.2022,15:36:46,102558011 ,ZJ0I3 , , ,ZJ0I3 ,18.7732 ,498 ,304 ,820518575 
232,T0570,06.990+232-EM1 ,28.07.2022,15:38:04,102558011 ,ZJ0I3 , , ,ZJ0I3 ,19.3662 ,793 ,455 ,820518576 
232,T0570,06.990+232-EM1 ,28.07.2022,15:39:07,102558011 ,ZJ0I3 , , ,ZJ0I3 ,19.7548 ,393 ,371 ,820518577 
232,T0570,06.990+232-EM1 ,28.07.2022,15:40:03,102558011 ,ZJ0I3 , , ,ZJ0I3 ,18.8744 ,806 ,923 ,820518578 
232,T0570,06.990+232-EM1 ,28.07.2022,15:42:12,102558011 ,ZJ0I3 , , ,ZJ0I3 ,18.9394 ,596 ,835 ,820518579 
