POSITION,PLACE,MOISTURE_METER,DATE,TIME,PROCESS_ORDER,PRODUCT_CODE,ISS_VERSION,IPSM_VERSION,CALIBRATION_FOR,MOISTURE_MEAN,TIN_NUMBER_1,TIN_NUMBER_2,PSS4MMSID
020,T0874,08.990+020-EM1 ,20.05.2022,15:49:02,102518987 ,V0M6D , , ,V0M6D ,14.2439 ,579 ,696 ,802431114 
020,T0874,08.990+020-EM1 ,20.05.2022,15:50:56,102518987 ,V0M6D , , ,V0M6D ,14.1688 ,6511 ,958 ,802431115 
020,T0874,08.990+020-EM1 ,20.05.2022,15:53:02,102518987 ,V0M6D , , ,V0M6D ,14.2113 ,694 ,709 ,802431116 
020,T0874,08.990+020-EM1 ,20.05.2022,15:56:32,102518987 ,V0M6D , , ,V0M6D ,14.1497 ,382 ,581 ,802431117 
020,T0874,08.990+020-EM1 ,20.05.2022,15:58:24,102518987 ,V0M6D , , ,V0M6D ,14.2493 ,555 ,511 ,802431118 
020,T0874,08.990+020-EM1 ,20.05.2022,09:30:48,102519616 ,V0CQF , , ,V0CQF ,14.4109 ,6510 ,6525 ,802431105 
020,T0874,08.990+020-EM1 ,20.05.2022,09:33:08,102519616 ,V0CQF , , ,V0CQF ,14.4499 ,403 ,771 ,802431106 
020,T0874,08.990+020-EM1 ,20.05.2022,09:36:45,102519616 ,V0CQF , , ,V0CQF ,14.392 ,286 ,920 ,802431107 
020,T0874,08.990+020-EM1 ,20.05.2022,09:47:24,102519616 ,V0CQF , , ,V0CQF ,14.3372 ,6577 ,6545 ,802431108 
020,T0874,08.990+020-EM1 ,20.05.2022,10:02:37,102519616 ,V0CQF , , ,V0CQF ,14.3349 ,692 ,828 ,802431109 
020,T0874,08.990+020-EM1 ,20.05.2022,11:29:28,,V0H4K , , ,V0H4K ,13.7036 ,2383 ,861 ,802431110 
020,T0874,08.990+020-EM1 ,20.05.2022,11:39:56,102520429 ,V0H4K , , ,V0H4K ,13.546 ,2389 ,702 ,802431111 
020,T0874,08.990+020-EM1 ,20.05.2022,11:58:47,102520429 ,V0H4K , , ,V0H4K ,13.4924 ,2410 ,22 ,802431112 
020,T0874,08.990+020-EM1 ,20.05.2022,11:59:06,102520429 ,V0H4K , , ,V0H4K ,13.558 ,2410 ,22 ,802431113 
