POSITION,PLACE,MOISTURE_METER,DATE,TIME,PROCESS_ORDER,PRODUCT_CODE,ISS_VERSION,IPSM_VERSION,CALIBRATION_FOR,MOISTURE_MEAN,TIN_NUMBER_1,TIN_NUMBER_2,PSS4MMSID
020,T0874,08.990+020-EM1 ,14.06.2022,09:03:16,102532447 ,V0CN4 , , ,V0CN4 ,14.5072 ,507 ,517 ,808984705 
020,T0874,08.990+020-EM1 ,14.06.2022,09:16:11,102532447 ,V0CN4 , , ,V0CN4 ,14.4961 ,431 ,437 ,808984706 
020,T0874,08.990+020-EM1 ,14.06.2022,09:21:07,102532447 ,V0CN4 , , ,V0CN4 ,14.5525 ,197 ,857 ,808984707 
020,T0874,08.990+020-EM1 ,14.06.2022,09:34:33,102532447 ,V0CN4 , , ,V0CN4 ,14.5008 ,256 ,199 ,808984708 
020,T0874,08.990+020-EM1 ,14.06.2022,09:48:37,102532447 ,V0CN4 , , ,V0CN4 ,14.4959 ,266 ,331 ,808984709 
