POSITION,PLACE,MOISTURE_METER,DATE,TIME,PROCESS_ORDER,PRODUCT_CODE,ISS_VERSION,IPSM_VERSION,CALIBRATION_FOR,MOISTURE_MEAN,TIN_NUMBER_1,TIN_NUMBER_2,PSS4MMSID
920,T0872,06.980+920-EM1 ,24.06.2022,07:39:09,102537371 ,V0M6D , , ,V0M6D ,14.2075 ,247 ,297 ,811606274 
920,T0872,06.980+920-EM1 ,24.06.2022,07:44:04,102537371 ,V0M6D , , ,V0M6D ,14.4299 ,555 ,518 ,811606275 
920,T0872,06.980+920-EM1 ,24.06.2022,07:48:25,102537371 ,V0M6D , , ,V0M6D ,14.3181 ,823 ,363 ,811606276 
920,T0872,06.980+920-EM1 ,24.06.2022,07:53:12,102537371 ,V0M6D , , ,V0M6D ,14.2937 ,892 ,911 ,811606277 
920,T0872,06.980+920-EM1 ,24.06.2022,07:57:54,102537371 ,V0M6D , , ,V0M6D ,14.3712 ,579 ,376 ,811606278 
920,T0872,06.980+920-EM1 ,24.06.2022,08:01:33,102537371 ,V0M6D , , ,V0M6D ,14.2727 ,516 ,836 ,811606279 
920,T0872,06.980+920-EM1 ,24.06.2022,08:04:53,102537371 ,V0M6D , , ,V0M6D ,14.4928 ,228 ,288 ,811606280 
920,T0872,06.980+920-EM1 ,24.06.2022,08:09:07,102537371 ,V0M6D , , ,V0M6D ,14.3402 ,806 ,925 ,811606281 
920,T0872,06.980+920-EM1 ,24.06.2022,08:13:21,102537371 ,V0M6D , , ,V0M6D ,14.5694 ,2116 ,229 ,811606282 
920,T0872,06.980+920-EM1 ,24.06.2022,09:36:36,102537372 ,V0DDU , , ,V0DDU ,14.6462 ,346 ,519 ,811606283 
920,T0872,06.980+920-EM1 ,24.06.2022,09:42:00,102537372 ,V0DDU , , ,V0DDU ,14.4575 ,649 ,622 ,811606284 
920,T0872,06.980+920-EM1 ,24.06.2022,09:47:46,102537372 ,V0DDU , , ,V0DDU ,14.1607 ,442 ,6511 ,811606285 
920,T0872,06.980+920-EM1 ,24.06.2022,09:53:13,102537372 ,V0DDU , , ,V0DDU ,14.1987 ,312 ,420 ,811606286 
920,T0872,06.980+920-EM1 ,24.06.2022,09:58:44,102537372 ,V0DDU , , ,V0DDU ,14.2339 ,184 ,826 ,811606287 
920,T0872,06.980+920-EM1 ,24.06.2022,10:04:14,102537372 ,V0DDU , , ,V0DDU ,14.1037 ,544 ,559 ,811606288 
920,T0872,06.980+920-EM1 ,24.06.2022,10:07:19,102537372 ,V0DDU , , ,V0DDU ,14.2108 ,415 ,816 ,811606289 
920,T0872,06.980+920-EM1 ,24.06.2022,10:10:20,102537372 ,V0DDU , , ,V0DDU ,14.2534 ,2052 ,890 ,811606290 
920,T0872,06.980+920-EM1 ,24.06.2022,10:12:55,102537372 ,V0DDU , , ,V0DDU ,14.0937 ,304 ,708 ,811606291 
920,T0872,06.980+920-EM1 ,24.06.2022,10:21:53,102537372 ,V0DDU , , ,V0DDU ,14.1861 ,277 ,558 ,811606292 
232,T0570,06.990+232-EM1 ,24.06.2022,07:26:30,102537371 ,V0M6D , , ,V0M6D ,25.637 ,2493 ,2456 ,811605633 
232,T0570,06.990+232-EM1 ,24.06.2022,07:32:15,102537371 ,V0M6D , , ,V0M6D ,25.7094 ,301 ,417 ,811605634 
232,T0570,06.990+232-EM1 ,24.06.2022,07:39:15,102537371 ,V0M6D , , ,V0M6D ,25.541 ,264 ,43 ,811605635 
232,T0570,06.990+232-EM1 ,24.06.2022,07:44:07,102537371 ,V0M6D , , ,V0M6D ,25.8064 ,839 ,804 ,811605636 
232,T0570,06.990+232-EM1 ,24.06.2022,07:48:59,102537371 ,V0M6D , , ,V0M6D ,25.7932 ,834 ,995 ,811605637 
232,T0570,06.990+232-EM1 ,24.06.2022,07:54:19,102537371 ,V0M6D , , ,V0M6D ,25.748 ,935 ,810 ,811605638 
232,T0570,06.990+232-EM1 ,24.06.2022,07:59:30,102537371 ,V0M6D , , ,V0M6D ,26.1665 ,973 ,843 ,811605639 
232,T0570,06.990+232-EM1 ,24.06.2022,08:02:57,102537371 ,V0M6D , , ,V0M6D ,25.6366 ,984 ,634 ,811605640 
232,T0570,06.990+232-EM1 ,24.06.2022,08:09:48,102537371 ,V0M6D , , ,V0M6D ,25.7829 ,303 ,503 ,811605641 
232,T0570,06.990+232-EM1 ,24.06.2022,08:15:54,102537371 ,V0M6D , , ,V0M6D ,25.6914 ,404 ,210 ,811605642 
232,T0570,06.990+232-EM1 ,24.06.2022,09:37:40,102537372 ,V0DDU , , ,V0DDU ,25.5185 ,958 ,647 ,811605643 
232,T0570,06.990+232-EM1 ,24.06.2022,09:44:24,102537372 ,V0DDU , , ,V0DDU ,25.3554 ,929 ,485 ,811605644 
232,T0570,06.990+232-EM1 ,24.06.2022,09:51:37,102537372 ,V0DDU , , ,V0DDU ,25.4767 ,616 ,595 ,811605645 
232,T0570,06.990+232-EM1 ,24.06.2022,09:59:51,102537372 ,V0DDU , , ,V0DDU ,25.3087 ,814 ,482 ,811605646 
232,T0570,06.990+232-EM1 ,24.06.2022,10:04:48,102537372 ,V0DDU , , ,V0DDU ,25.2455 ,497 ,956 ,811605647 
232,T0570,06.990+232-EM1 ,24.06.2022,10:09:24,102537372 ,V0DDU , , ,V0DDU ,25.5608 ,877 ,680 ,811605648 
232,T0570,06.990+232-EM1 ,24.06.2022,10:12:11,102537372 ,V0DDU , , ,V0DDU ,25.4718 ,366 ,98 ,811605649 
232,T0570,06.990+232-EM1 ,24.06.2022,10:16:48,102537372 ,V0DDU , , ,V0DDU ,25.424 ,605 ,526 ,811605650 
232,T0570,06.990+232-EM1 ,24.06.2022,10:21:12,102537372 ,V0DDU , , ,V0DDU ,25.4216 ,6537 ,6567 ,811605651 
232,T0570,06.990+232-EM1 ,24.06.2022,10:26:27,102537372 ,V0DDU , , ,V0DDU ,25.3245 ,661 ,296 ,811605652 
270,T0580,06.990+270-EM1 ,24.06.2022,07:29:09,102537371 ,V0M6D , , ,V0M6D ,16.6571 ,933 ,460 ,811605761 
270,T0580,06.990+270-EM1 ,24.06.2022,07:34:55,102537371 ,V0M6D , , ,V0M6D ,16.4206 ,820 ,868 ,811605762 
270,T0580,06.990+270-EM1 ,24.06.2022,07:41:37,102537371 ,V0M6D , , ,V0M6D ,16.4835 ,988 ,456 ,811605763 
270,T0580,06.990+270-EM1 ,24.06.2022,07:51:08,102537371 ,V0M6D , , ,V0M6D ,16.4204 ,966 ,754 ,811605764 
270,T0580,06.990+270-EM1 ,24.06.2022,07:57:05,102537371 ,V0M6D , , ,V0M6D ,16.4816 ,507 ,665 ,811605765 
270,T0580,06.990+270-EM1 ,24.06.2022,08:02:20,102537371 ,V0M6D , , ,V0M6D ,16.7289 ,857 ,2236 ,811605766 
270,T0580,06.990+270-EM1 ,24.06.2022,08:09:14,102537371 ,V0M6D , , ,V0M6D ,16.4423 ,506 ,235 ,811605767 
270,T0580,06.990+270-EM1 ,24.06.2022,08:13:56,102537371 ,V0M6D , , ,V0M6D ,16.5285 ,338 ,480 ,811605768 
270,T0580,06.990+270-EM1 ,24.06.2022,08:19:21,102537371 ,V0M6D , , ,V0M6D ,16.5702 ,949 ,413 ,811605769 
270,T0580,06.990+270-EM1 ,24.06.2022,09:41:26,102537372 ,V0DDU , , ,V0DDU ,16.2305 ,994 ,525 ,811605770 
270,T0580,06.990+270-EM1 ,24.06.2022,09:49:32,102537372 ,V0DDU , , ,V0DDU ,16.3756 ,206 ,227 ,811605771 
270,T0580,06.990+270-EM1 ,24.06.2022,09:55:16,102537372 ,V0DDU , , ,V0DDU ,16.058 ,618 ,505 ,811605772 
270,T0580,06.990+270-EM1 ,24.06.2022,10:02:02,102537372 ,V0DDU , , ,V0DDU ,16.0168 ,258 ,256 ,811605773 
270,T0580,06.990+270-EM1 ,24.06.2022,10:05:35,102537372 ,V0DDU , , ,V0DDU ,15.7155 ,307 ,486 ,811605774 
270,T0580,06.990+270-EM1 ,24.06.2022,10:09:15,102537372 ,V0DDU , , ,V0DDU ,16.1086 ,524 ,2100 ,811605775 
270,T0580,06.990+270-EM1 ,24.06.2022,10:13:16,102537372 ,V0DDU , , ,V0DDU ,16.2455 ,345 ,378 ,811605776 
270,T0580,06.990+270-EM1 ,24.06.2022,10:16:55,102537372 ,V0DDU , , ,V0DDU ,16.0583 ,246 ,223 ,811605777 
270,T0580,06.990+270-EM1 ,24.06.2022,10:19:54,102537372 ,V0DDU , , ,V0DDU ,16.1677 ,636 ,6597 ,811605778 
270,T0580,06.990+270-EM1 ,24.06.2022,10:24:10,102537372 ,V0DDU , , ,V0DDU ,16.0788 ,143 ,336 ,811605779 
020,T0874,08.990+020-EM1 ,24.06.2022,14:45:11,102538056 ,V0DBB , , ,V0DBB ,14.2907 ,0 ,0 ,811606145 
